employee_id,location,start_utc,end_utc,duration_hours,position,shift_type,work_category,rest_hours,consecutive_days,hours_worked_last_7d,hours_worked_last_14d,shifts_last_7d,night_shifts_last_14d,day_of_week,day_of_month,month,is_weekend,start_hour_local,estimated_ticket_load,workload_intensity,match_quality,start_hour,consecutive_days_lag,weekend_shifts_last_14d,shift_day,shift_evening,shift_night,rest_penalty,consec_penalty,night_penalty,hours7d_penalty,weekend_penalty,shift_penalty,fatigue_index,predicted_fatigue
CAN_01,Canada,2025-01-16 13:00:00+00:00,2025-01-16 17:00:00+00:00,4.0,Custom/Unmatched,day,unmatched,16.0,4.0,40.0,84.0,7,0.0,3,16,1,0,8,1.0,0.25,inferred,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,
CAN_01,Canada,2025-01-17 13:00:00+00:00,2025-01-17 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,20.0,5.0,36.0,92.0,7,0.0,4,17,1,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.014285714285714285,
CAN_01,Canada,2025-01-20 13:00:00+00:00,2025-01-20 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,36.0,100.0,7,0.0,0,20,1,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.014285714285714285,
CAN_01,Canada,2025-01-21 13:00:00+00:00,2025-01-21 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,36.0,108.0,7,0.0,1,21,1,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.014285714285714285,0.017628254
CAN_01,Canada,2025-01-22 13:00:00+00:00,2025-01-22 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,36.0,108.0,7,0.0,2,22,1,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.014285714285714285,0.015780501
CAN_01,Canada,2025-01-23 13:00:00+00:00,2025-01-23 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,36.0,108.0,7,0.0,3,23,1,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.014285714285714285,0.01807218
CAN_01,Canada,2025-01-24 13:00:00+00:00,2025-01-24 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,108.0,7,0.0,4,24,1,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.027167555
CAN_01,Canada,2025-01-27 13:00:00+00:00,2025-01-27 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,108.0,7,0.0,0,27,1,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.022115378
CAN_01,Canada,2025-01-28 13:00:00+00:00,2025-01-28 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,108.0,7,0.0,1,28,1,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02014861
CAN_01,Canada,2025-01-29 13:00:00+00:00,2025-01-29 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,108.0,7,0.0,2,29,1,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.019412393
CAN_01,Canada,2025-01-30 13:00:00+00:00,2025-01-30 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,108.0,7,0.0,3,30,1,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.023098657
CAN_01,Canada,2025-01-31 13:00:00+00:00,2025-01-31 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,108.0,7,0.0,4,31,1,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.03241223
CAN_01,Canada,2025-02-03 13:00:00+00:00,2025-02-03 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,108.0,7,0.0,0,3,2,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.025574923
CAN_01,Canada,2025-02-04 13:00:00+00:00,2025-02-04 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,108.0,7,0.0,1,4,2,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.023907201
CAN_01,Canada,2025-02-05 13:00:00+00:00,2025-02-05 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,5,2,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.018895786
CAN_01,Canada,2025-02-06 13:00:00+00:00,2025-02-06 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,6,2,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.022009397
CAN_01,Canada,2025-02-07 13:00:00+00:00,2025-02-07 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,7,2,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.029412381
CAN_01,Canada,2025-02-10 13:00:00+00:00,2025-02-10 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,10,2,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02112946
CAN_01,Canada,2025-02-11 13:00:00+00:00,2025-02-11 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,11,2,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.019993681
CAN_01,Canada,2025-02-12 13:00:00+00:00,2025-02-12 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,12,2,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.018818142
CAN_01,Canada,2025-02-13 13:00:00+00:00,2025-02-13 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,13,2,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.022009397
CAN_01,Canada,2025-02-14 13:00:00+00:00,2025-02-14 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,14,2,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.029412381
CAN_01,Canada,2025-02-18 13:00:00+00:00,2025-02-18 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,88.0,1.0,32.0,112.0,7,0.0,1,18,2,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014840527
CAN_01,Canada,2025-02-19 13:00:00+00:00,2025-02-19 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,32.0,112.0,7,0.0,2,19,2,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017193187
CAN_01,Canada,2025-02-20 13:00:00+00:00,2025-02-20 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,32.0,112.0,7,0.0,3,20,2,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016855868
CAN_01,Canada,2025-02-21 13:00:00+00:00,2025-02-21 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,32.0,112.0,7,0.0,4,21,2,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020405315
CAN_01,Canada,2025-02-24 13:00:00+00:00,2025-02-24 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,24,2,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.01178053
CAN_01,Canada,2025-02-25 13:00:00+00:00,2025-02-25 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,25,2,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.0146464
CAN_01,Canada,2025-02-26 13:00:00+00:00,2025-02-26 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,26,2,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.015477583
CAN_01,Canada,2025-02-27 13:00:00+00:00,2025-02-27 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,27,2,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.019312259
CAN_01,Canada,2025-02-28 13:00:00+00:00,2025-02-28 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,28,2,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02761113
CAN_01,Canada,2025-03-03 13:00:00+00:00,2025-03-03 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,3,3,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.021638082
CAN_01,Canada,2025-03-04 13:00:00+00:00,2025-03-04 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,4,3,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.021451369
CAN_01,Canada,2025-03-05 13:00:00+00:00,2025-03-05 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,5,3,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.020240175
CAN_01,Canada,2025-03-06 13:00:00+00:00,2025-03-06 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,6,3,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.023505064
CAN_01,Canada,2025-03-07 13:00:00+00:00,2025-03-07 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,7,3,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.032202166
CAN_01,Canada,2025-03-10 13:00:00+00:00,2025-03-10 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,10,3,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02394938
CAN_01,Canada,2025-03-11 13:00:00+00:00,2025-03-11 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,11,3,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.021727227
CAN_01,Canada,2025-03-12 13:00:00+00:00,2025-03-12 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,12,3,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.01972855
CAN_01,Canada,2025-03-13 13:00:00+00:00,2025-03-13 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,13,3,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.022434821
CAN_01,Canada,2025-03-14 13:00:00+00:00,2025-03-14 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,14,3,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.029412381
CAN_01,Canada,2025-03-17 13:00:00+00:00,2025-03-17 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,17,3,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02112946
CAN_01,Canada,2025-03-18 13:00:00+00:00,2025-03-18 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,18,3,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.019993681
CAN_01,Canada,2025-03-19 13:00:00+00:00,2025-03-19 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,19,3,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.018818142
CAN_01,Canada,2025-03-20 13:00:00+00:00,2025-03-20 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,20,3,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.022009397
CAN_01,Canada,2025-03-21 13:00:00+00:00,2025-03-21 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,21,3,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.029412381
CAN_01,Canada,2025-03-24 13:00:00+00:00,2025-03-24 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,24,3,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02112946
CAN_01,Canada,2025-03-25 13:00:00+00:00,2025-03-25 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,25,3,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.019993681
CAN_01,Canada,2025-03-26 13:00:00+00:00,2025-03-26 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,26,3,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.018818142
CAN_01,Canada,2025-03-27 13:00:00+00:00,2025-03-27 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,27,3,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.022009397
CAN_01,Canada,2025-03-28 13:00:00+00:00,2025-03-28 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,28,3,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.029412381
CAN_01,Canada,2025-03-31 13:00:00+00:00,2025-03-31 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,31,3,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02112946
CAN_01,Canada,2025-04-01 13:00:00+00:00,2025-04-01 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,1,4,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.019993681
CAN_01,Canada,2025-04-02 13:00:00+00:00,2025-04-02 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,2,4,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.018818142
CAN_01,Canada,2025-04-03 13:00:00+00:00,2025-04-03 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,3,4,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.022009397
CAN_01,Canada,2025-04-04 13:00:00+00:00,2025-04-04 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,4,4,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.029412381
CAN_01,Canada,2025-04-07 13:00:00+00:00,2025-04-07 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,7,4,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.02112946
CAN_01,Canada,2025-04-08 13:00:00+00:00,2025-04-08 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,8,4,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.019993681
CAN_01,Canada,2025-04-09 13:00:00+00:00,2025-04-09 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,9,4,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.018818142
CAN_01,Canada,2025-04-21 13:00:00+00:00,2025-04-21 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,280.0,1.0,8.0,112.0,7,0.0,0,21,4,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016474448
CAN_01,Canada,2025-04-22 13:00:00+00:00,2025-04-22 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,16.0,112.0,7,0.0,1,22,4,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00894513
CAN_01,Canada,2025-04-23 13:00:00+00:00,2025-04-23 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,24.0,112.0,7,0.0,2,23,4,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007650387
CAN_01,Canada,2025-04-24 13:00:00+00:00,2025-04-24 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,32.0,112.0,7,0.0,3,24,4,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011091396
CAN_01,Canada,2025-04-25 13:00:00+00:00,2025-04-25 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,25,4,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.015921619
CAN_01,Canada,2025-04-28 13:00:00+00:00,2025-04-28 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,28,4,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.0124277985
CAN_01,Canada,2025-04-29 13:00:00+00:00,2025-04-29 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2.0,40.0,112.0,7,0.0,1,29,4,0,8,1.0,0.125,exact,8,1.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.014996298
CAN_01,Canada,2025-04-30 13:00:00+00:00,2025-04-30 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3.0,40.0,112.0,7,0.0,2,30,4,0,8,1.0,0.125,exact,8,2.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.015742037
CAN_01,Canada,2025-05-01 13:00:00+00:00,2025-05-01 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4.0,40.0,112.0,7,0.0,3,1,5,0,8,1.0,0.125,exact,8,3.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.019146137
CAN_01,Canada,2025-05-02 13:00:00+00:00,2025-05-02 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5.0,40.0,112.0,7,0.0,4,2,5,0,8,1.0,0.125,exact,8,4.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.026774082
CAN_01,Canada,2025-05-05 13:00:00+00:00,2025-05-05 21:00:00+00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1.0,40.0,112.0,7,0.0,0,5,5,0,8,1.0,0.125,exact,8,5.0,0.0,1,0,0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.02857142857142857,0.021304285
