employee_id,location,start_est,end_est,start_utc,end_utc,duration_hours,shift_template,shift_type,work_category,shift_sequence_number,rest_hours,days_since_last_shift,consecutive_days,hours_worked_last_7_shifts,hours_worked_last_14_shifts,hours_worked_last_7_days,hours_worked_last_14_days,night_shifts_last_14_shifts,night_shifts_last_14_days,day_of_week,day_of_month,month,week_of_year,is_weekend,local_start_hour,estimated_ticket_load,workload_intensity,match_quality
CAN_01,Canada,2025-01-30 08:00:00,2025-01-30 16:00:00,2025-01-30 13:00:00,2025-01-30 21:00:00,8.0,9. Weekend1 CA,day,canada,21,16.0,0.6666666666666666,4,56.0,108.0,40.0,80.0,0,0,3,30,1,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-01-31 08:00:00,2025-01-31 16:00:00,2025-01-31 13:00:00,2025-01-31 21:00:00,8.0,9. Weekend1 CA,day,canada,22,16.0,0.6666666666666666,5,56.0,108.0,40.0,80.0,0,0,4,31,1,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-03 08:00:00,2025-02-03 16:00:00,2025-02-03 13:00:00,2025-02-03 21:00:00,8.0,9. Weekend1 CA,day,canada,23,64.0,2.6666666666666665,1,56.0,108.0,40.0,80.0,0,0,0,3,2,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-04 08:00:00,2025-02-04 16:00:00,2025-02-04 13:00:00,2025-02-04 21:00:00,8.0,9. Weekend1 CA,day,canada,24,16.0,0.6666666666666666,2,56.0,108.0,40.0,80.0,0,0,1,4,2,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-05 08:00:00,2025-02-05 16:00:00,2025-02-05 13:00:00,2025-02-05 21:00:00,8.0,9. Weekend1 CA,day,canada,25,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,5,2,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-06 08:00:00,2025-02-06 16:00:00,2025-02-06 13:00:00,2025-02-06 21:00:00,8.0,9. Weekend1 CA,day,canada,26,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,6,2,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-07 08:00:00,2025-02-07 16:00:00,2025-02-07 13:00:00,2025-02-07 21:00:00,8.0,9. Weekend1 CA,day,canada,27,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,7,2,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-10 08:00:00,2025-02-10 16:00:00,2025-02-10 13:00:00,2025-02-10 21:00:00,8.0,9. Weekend1 CA,day,canada,28,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,10,2,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-11 08:00:00,2025-02-11 16:00:00,2025-02-11 13:00:00,2025-02-11 21:00:00,8.0,9. Weekend1 CA,day,canada,29,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,11,2,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-12 08:00:00,2025-02-12 16:00:00,2025-02-12 13:00:00,2025-02-12 21:00:00,8.0,9. Weekend1 CA,day,canada,30,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,12,2,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-13 08:00:00,2025-02-13 16:00:00,2025-02-13 13:00:00,2025-02-13 21:00:00,8.0,9. Weekend1 CA,day,canada,31,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,13,2,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-14 08:00:00,2025-02-14 16:00:00,2025-02-14 13:00:00,2025-02-14 21:00:00,8.0,9. Weekend1 CA,day,canada,32,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,14,2,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-18 08:00:00,2025-02-18 16:00:00,2025-02-18 13:00:00,2025-02-18 21:00:00,8.0,9. Weekend1 CA,day,canada,33,88.0,3.6666666666666665,1,56.0,112.0,32.0,72.0,0,0,1,18,2,8,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-19 08:00:00,2025-02-19 16:00:00,2025-02-19 13:00:00,2025-02-19 21:00:00,8.0,9. Weekend1 CA,day,canada,34,16.0,0.6666666666666666,2,56.0,112.0,32.0,72.0,0,0,2,19,2,8,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-20 08:00:00,2025-02-20 16:00:00,2025-02-20 13:00:00,2025-02-20 21:00:00,8.0,9. Weekend1 CA,day,canada,35,16.0,0.6666666666666666,3,56.0,112.0,32.0,72.0,0,0,3,20,2,8,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-21 08:00:00,2025-02-21 16:00:00,2025-02-21 13:00:00,2025-02-21 21:00:00,8.0,9. Weekend1 CA,day,canada,36,16.0,0.6666666666666666,4,56.0,112.0,32.0,72.0,0,0,4,21,2,8,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-24 08:00:00,2025-02-24 16:00:00,2025-02-24 13:00:00,2025-02-24 21:00:00,8.0,9. Weekend1 CA,day,canada,37,64.0,2.6666666666666665,1,56.0,112.0,40.0,72.0,0,0,0,24,2,9,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-25 08:00:00,2025-02-25 16:00:00,2025-02-25 13:00:00,2025-02-25 21:00:00,8.0,9. Weekend1 CA,day,canada,38,16.0,0.6666666666666666,2,56.0,112.0,40.0,72.0,0,0,1,25,2,9,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-26 08:00:00,2025-02-26 16:00:00,2025-02-26 13:00:00,2025-02-26 21:00:00,8.0,9. Weekend1 CA,day,canada,39,16.0,0.6666666666666666,3,56.0,112.0,40.0,72.0,0,0,2,26,2,9,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-27 08:00:00,2025-02-27 16:00:00,2025-02-27 13:00:00,2025-02-27 21:00:00,8.0,9. Weekend1 CA,day,canada,40,16.0,0.6666666666666666,4,56.0,112.0,40.0,72.0,0,0,3,27,2,9,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-28 08:00:00,2025-02-28 16:00:00,2025-02-28 13:00:00,2025-02-28 21:00:00,8.0,9. Weekend1 CA,day,canada,41,16.0,0.6666666666666666,5,56.0,112.0,40.0,72.0,0,0,4,28,2,9,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-03 08:00:00,2025-03-03 16:00:00,2025-03-03 13:00:00,2025-03-03 21:00:00,8.0,9. Weekend1 CA,day,canada,42,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,3,3,10,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-04 08:00:00,2025-03-04 16:00:00,2025-03-04 13:00:00,2025-03-04 21:00:00,8.0,9. Weekend1 CA,day,canada,43,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,4,3,10,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-05 08:00:00,2025-03-05 16:00:00,2025-03-05 13:00:00,2025-03-05 21:00:00,8.0,9. Weekend1 CA,day,canada,44,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,5,3,10,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-06 08:00:00,2025-03-06 16:00:00,2025-03-06 13:00:00,2025-03-06 21:00:00,8.0,9. Weekend1 CA,day,canada,45,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,6,3,10,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-07 08:00:00,2025-03-07 16:00:00,2025-03-07 13:00:00,2025-03-07 21:00:00,8.0,9. Weekend1 CA,day,canada,46,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,7,3,10,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-10 08:00:00,2025-03-10 16:00:00,2025-03-10 13:00:00,2025-03-10 21:00:00,8.0,9. Weekend1 CA,day,canada,47,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,10,3,11,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-11 08:00:00,2025-03-11 16:00:00,2025-03-11 13:00:00,2025-03-11 21:00:00,8.0,9. Weekend1 CA,day,canada,48,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,11,3,11,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-12 08:00:00,2025-03-12 16:00:00,2025-03-12 13:00:00,2025-03-12 21:00:00,8.0,9. Weekend1 CA,day,canada,49,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,12,3,11,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-13 08:00:00,2025-03-13 16:00:00,2025-03-13 13:00:00,2025-03-13 21:00:00,8.0,9. Weekend1 CA,day,canada,50,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,13,3,11,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-14 08:00:00,2025-03-14 16:00:00,2025-03-14 13:00:00,2025-03-14 21:00:00,8.0,9. Weekend1 CA,day,canada,51,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,14,3,11,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-17 08:00:00,2025-03-17 16:00:00,2025-03-17 13:00:00,2025-03-17 21:00:00,8.0,9. Weekend1 CA,day,canada,52,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,17,3,12,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-18 08:00:00,2025-03-18 16:00:00,2025-03-18 13:00:00,2025-03-18 21:00:00,8.0,9. Weekend1 CA,day,canada,53,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,18,3,12,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-19 08:00:00,2025-03-19 16:00:00,2025-03-19 13:00:00,2025-03-19 21:00:00,8.0,9. Weekend1 CA,day,canada,54,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,19,3,12,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-20 08:00:00,2025-03-20 16:00:00,2025-03-20 13:00:00,2025-03-20 21:00:00,8.0,9. Weekend1 CA,day,canada,55,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,20,3,12,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-21 08:00:00,2025-03-21 16:00:00,2025-03-21 13:00:00,2025-03-21 21:00:00,8.0,9. Weekend1 CA,day,canada,56,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,21,3,12,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-24 08:00:00,2025-03-24 16:00:00,2025-03-24 13:00:00,2025-03-24 21:00:00,8.0,9. Weekend1 CA,day,canada,57,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,24,3,13,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-25 08:00:00,2025-03-25 16:00:00,2025-03-25 13:00:00,2025-03-25 21:00:00,8.0,9. Weekend1 CA,day,canada,58,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,25,3,13,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-26 08:00:00,2025-03-26 16:00:00,2025-03-26 13:00:00,2025-03-26 21:00:00,8.0,9. Weekend1 CA,day,canada,59,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,26,3,13,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-27 08:00:00,2025-03-27 16:00:00,2025-03-27 13:00:00,2025-03-27 21:00:00,8.0,9. Weekend1 CA,day,canada,60,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,27,3,13,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-28 08:00:00,2025-03-28 16:00:00,2025-03-28 13:00:00,2025-03-28 21:00:00,8.0,9. Weekend1 CA,day,canada,61,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,28,3,13,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-31 08:00:00,2025-03-31 16:00:00,2025-03-31 13:00:00,2025-03-31 21:00:00,8.0,9. Weekend1 CA,day,canada,62,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,31,3,14,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-01 08:00:00,2025-04-01 16:00:00,2025-04-01 13:00:00,2025-04-01 21:00:00,8.0,9. Weekend1 CA,day,canada,63,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,1,4,14,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-02 08:00:00,2025-04-02 16:00:00,2025-04-02 13:00:00,2025-04-02 21:00:00,8.0,9. Weekend1 CA,day,canada,64,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,2,4,14,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-03 08:00:00,2025-04-03 16:00:00,2025-04-03 13:00:00,2025-04-03 21:00:00,8.0,9. Weekend1 CA,day,canada,65,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,3,4,14,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-04 08:00:00,2025-04-04 16:00:00,2025-04-04 13:00:00,2025-04-04 21:00:00,8.0,9. Weekend1 CA,day,canada,66,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,4,4,14,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-07 08:00:00,2025-04-07 16:00:00,2025-04-07 13:00:00,2025-04-07 21:00:00,8.0,9. Weekend1 CA,day,canada,67,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,7,4,15,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-08 08:00:00,2025-04-08 16:00:00,2025-04-08 13:00:00,2025-04-08 21:00:00,8.0,9. Weekend1 CA,day,canada,68,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,8,4,15,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-09 08:00:00,2025-04-09 16:00:00,2025-04-09 13:00:00,2025-04-09 21:00:00,8.0,9. Weekend1 CA,day,canada,69,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,9,4,15,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-21 08:00:00,2025-04-21 16:00:00,2025-04-21 13:00:00,2025-04-21 21:00:00,8.0,9. Weekend1 CA,day,canada,70,280.0,11.666666666666666,1,56.0,112.0,8.0,24.0,0,0,0,21,4,17,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-22 08:00:00,2025-04-22 16:00:00,2025-04-22 13:00:00,2025-04-22 21:00:00,8.0,9. Weekend1 CA,day,canada,71,16.0,0.6666666666666666,2,56.0,112.0,16.0,24.0,0,0,1,22,4,17,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-23 08:00:00,2025-04-23 16:00:00,2025-04-23 13:00:00,2025-04-23 21:00:00,8.0,9. Weekend1 CA,day,canada,72,16.0,0.6666666666666666,3,56.0,112.0,24.0,24.0,0,0,2,23,4,17,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-24 08:00:00,2025-04-24 16:00:00,2025-04-24 13:00:00,2025-04-24 21:00:00,8.0,9. Weekend1 CA,day,canada,73,16.0,0.6666666666666666,4,56.0,112.0,32.0,32.0,0,0,3,24,4,17,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-25 08:00:00,2025-04-25 16:00:00,2025-04-25 13:00:00,2025-04-25 21:00:00,8.0,9. Weekend1 CA,day,canada,74,16.0,0.6666666666666666,5,56.0,112.0,40.0,40.0,0,0,4,25,4,17,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-28 08:00:00,2025-04-28 16:00:00,2025-04-28 13:00:00,2025-04-28 21:00:00,8.0,9. Weekend1 CA,day,canada,75,64.0,2.6666666666666665,1,56.0,112.0,40.0,48.0,0,0,0,28,4,18,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-29 08:00:00,2025-04-29 16:00:00,2025-04-29 13:00:00,2025-04-29 21:00:00,8.0,9. Weekend1 CA,day,canada,76,16.0,0.6666666666666666,2,56.0,112.0,40.0,56.0,0,0,1,29,4,18,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-30 08:00:00,2025-04-30 16:00:00,2025-04-30 13:00:00,2025-04-30 21:00:00,8.0,9. Weekend1 CA,day,canada,77,16.0,0.6666666666666666,3,56.0,112.0,40.0,64.0,0,0,2,30,4,18,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-01 08:00:00,2025-05-01 16:00:00,2025-05-01 13:00:00,2025-05-01 21:00:00,8.0,9. Weekend1 CA,day,canada,78,16.0,0.6666666666666666,4,56.0,112.0,40.0,72.0,0,0,3,1,5,18,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-02 08:00:00,2025-05-02 16:00:00,2025-05-02 13:00:00,2025-05-02 21:00:00,8.0,9. Weekend1 CA,day,canada,79,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,2,5,18,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-05 08:00:00,2025-05-05 16:00:00,2025-05-05 13:00:00,2025-05-05 21:00:00,8.0,9. Weekend1 CA,day,canada,80,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,5,5,19,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-06 08:00:00,2025-05-06 16:00:00,2025-05-06 13:00:00,2025-05-06 21:00:00,8.0,9. Weekend1 CA,day,canada,81,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,6,5,19,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-07 08:00:00,2025-05-07 16:00:00,2025-05-07 13:00:00,2025-05-07 21:00:00,8.0,9. Weekend1 CA,day,canada,82,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,7,5,19,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-08 08:00:00,2025-05-08 16:00:00,2025-05-08 13:00:00,2025-05-08 21:00:00,8.0,9. Weekend1 CA,day,canada,83,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,8,5,19,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-09 08:00:00,2025-05-09 16:00:00,2025-05-09 13:00:00,2025-05-09 21:00:00,8.0,9. Weekend1 CA,day,canada,84,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,9,5,19,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-12 08:00:00,2025-05-12 16:00:00,2025-05-12 13:00:00,2025-05-12 21:00:00,8.0,9. Weekend1 CA,day,canada,85,64.0,2.6666666666666665,1,56.0,112.0,40.0,80.0,0,0,0,12,5,20,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-13 08:00:00,2025-05-13 16:00:00,2025-05-13 13:00:00,2025-05-13 21:00:00,8.0,9. Weekend1 CA,day,canada,86,16.0,0.6666666666666666,2,56.0,112.0,40.0,80.0,0,0,1,13,5,20,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-14 08:00:00,2025-05-14 16:00:00,2025-05-14 13:00:00,2025-05-14 21:00:00,8.0,9. Weekend1 CA,day,canada,87,16.0,0.6666666666666666,3,56.0,112.0,40.0,80.0,0,0,2,14,5,20,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-15 08:00:00,2025-05-15 16:00:00,2025-05-15 13:00:00,2025-05-15 21:00:00,8.0,9. Weekend1 CA,day,canada,88,16.0,0.6666666666666666,4,56.0,112.0,40.0,80.0,0,0,3,15,5,20,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-16 08:00:00,2025-05-16 16:00:00,2025-05-16 13:00:00,2025-05-16 21:00:00,8.0,9. Weekend1 CA,day,canada,89,16.0,0.6666666666666666,5,56.0,112.0,40.0,80.0,0,0,4,16,5,20,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-20 08:00:00,2025-05-20 16:00:00,2025-05-20 13:00:00,2025-05-20 21:00:00,8.0,9. Weekend1 CA,day,canada,90,88.0,3.6666666666666665,1,56.0,112.0,32.0,72.0,0,0,1,20,5,21,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-21 08:00:00,2025-05-21 16:00:00,2025-05-21 13:00:00,2025-05-21 21:00:00,8.0,9. Weekend1 CA,day,canada,91,16.0,0.6666666666666666,2,56.0,112.0,32.0,72.0,0,0,2,21,5,21,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-22 08:00:00,2025-05-22 16:00:00,2025-05-22 13:00:00,2025-05-22 21:00:00,8.0,9. Weekend1 CA,day,canada,92,16.0,0.6666666666666666,3,56.0,112.0,32.0,72.0,0,0,3,22,5,21,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-23 08:00:00,2025-05-23 16:00:00,2025-05-23 13:00:00,2025-05-23 21:00:00,8.0,9. Weekend1 CA,day,canada,93,16.0,0.6666666666666666,4,56.0,112.0,32.0,72.0,0,0,4,23,5,21,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-26 08:00:00,2025-05-26 16:00:00,2025-05-26 13:00:00,2025-05-26 21:00:00,8.0,9. Weekend1 CA,day,canada,94,64.0,2.6666666666666665,1,56.0,112.0,40.0,72.0,0,0,0,26,5,22,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-27 08:00:00,2025-05-27 16:00:00,2025-05-27 13:00:00,2025-05-27 21:00:00,8.0,9. Weekend1 CA,day,canada,95,16.0,0.6666666666666666,2,56.0,112.0,40.0,72.0,0,0,1,27,5,22,False,8,1.0,0.125,exact
