employee_id,location,start_utc,end_utc,duration_hours,position,shift_type,work_category,rest_hours,consecutive_days,hours_worked_last_7d,hours_worked_last_14d,shifts_last_7d,night_shifts_last_14d,day_of_week,day_of_month,month,is_weekend,start_hour_local,estimated_ticket_load,workload_intensity,match_quality
CAN_01,Canada,2025-01-29 13:00:00,2025-01-29 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,108.0,7,0,2,29,1,False,8,1.0,0.125,exact
CAN_01,Canada,2025-01-30 13:00:00,2025-01-30 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,108.0,7,0,3,30,1,False,8,1.0,0.125,exact
CAN_01,Canada,2025-01-31 13:00:00,2025-01-31 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,108.0,7,0,4,31,1,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-03 13:00:00,2025-02-03 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,108.0,7,0,0,3,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-04 13:00:00,2025-02-04 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,108.0,7,0,1,4,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-05 13:00:00,2025-02-05 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,5,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-06 13:00:00,2025-02-06 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,6,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-07 13:00:00,2025-02-07 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,7,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-10 13:00:00,2025-02-10 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,10,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-11 13:00:00,2025-02-11 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,11,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-12 13:00:00,2025-02-12 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,12,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-13 13:00:00,2025-02-13 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,13,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-14 13:00:00,2025-02-14 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,14,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-18 13:00:00,2025-02-18 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,88.0,1,56.0,112.0,7,0,1,18,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-19 13:00:00,2025-02-19 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,2,19,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-20 13:00:00,2025-02-20 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,3,20,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-21 13:00:00,2025-02-21 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,4,21,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-24 13:00:00,2025-02-24 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,24,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-25 13:00:00,2025-02-25 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,25,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-26 13:00:00,2025-02-26 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,26,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-27 13:00:00,2025-02-27 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,27,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-02-28 13:00:00,2025-02-28 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,28,2,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-03 13:00:00,2025-03-03 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,3,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-04 13:00:00,2025-03-04 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,4,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-05 13:00:00,2025-03-05 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,5,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-06 13:00:00,2025-03-06 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,6,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-07 13:00:00,2025-03-07 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,7,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-10 13:00:00,2025-03-10 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,10,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-11 13:00:00,2025-03-11 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,11,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-12 13:00:00,2025-03-12 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,12,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-13 13:00:00,2025-03-13 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,13,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-14 13:00:00,2025-03-14 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,14,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-17 13:00:00,2025-03-17 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,17,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-18 13:00:00,2025-03-18 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,18,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-19 13:00:00,2025-03-19 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,19,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-20 13:00:00,2025-03-20 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,20,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-21 13:00:00,2025-03-21 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,21,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-24 13:00:00,2025-03-24 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,24,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-25 13:00:00,2025-03-25 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,25,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-26 13:00:00,2025-03-26 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,26,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-27 13:00:00,2025-03-27 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,27,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-28 13:00:00,2025-03-28 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,28,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-03-31 13:00:00,2025-03-31 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,31,3,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-01 13:00:00,2025-04-01 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,1,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-02 13:00:00,2025-04-02 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,2,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-03 13:00:00,2025-04-03 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,3,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-04 13:00:00,2025-04-04 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,4,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-07 13:00:00,2025-04-07 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,7,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-08 13:00:00,2025-04-08 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,8,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-09 13:00:00,2025-04-09 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,9,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-21 13:00:00,2025-04-21 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,280.0,1,56.0,112.0,7,0,0,21,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-22 13:00:00,2025-04-22 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,22,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-23 13:00:00,2025-04-23 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,23,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-24 13:00:00,2025-04-24 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,24,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-25 13:00:00,2025-04-25 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,25,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-28 13:00:00,2025-04-28 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,28,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-29 13:00:00,2025-04-29 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,29,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-04-30 13:00:00,2025-04-30 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,30,4,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-01 13:00:00,2025-05-01 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,1,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-02 13:00:00,2025-05-02 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,2,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-05 13:00:00,2025-05-05 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,5,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-06 13:00:00,2025-05-06 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,6,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-07 13:00:00,2025-05-07 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,7,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-08 13:00:00,2025-05-08 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,8,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-09 13:00:00,2025-05-09 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,9,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-12 13:00:00,2025-05-12 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,12,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-13 13:00:00,2025-05-13 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,13,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-14 13:00:00,2025-05-14 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,14,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-15 13:00:00,2025-05-15 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,15,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-16 13:00:00,2025-05-16 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,16,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-20 13:00:00,2025-05-20 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,88.0,1,56.0,112.0,7,0,1,20,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-21 13:00:00,2025-05-21 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,2,21,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-22 13:00:00,2025-05-22 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,3,22,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-23 13:00:00,2025-05-23 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,4,23,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-26 13:00:00,2025-05-26 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,26,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-27 13:00:00,2025-05-27 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,27,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-28 13:00:00,2025-05-28 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,28,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-29 13:00:00,2025-05-29 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,29,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-05-30 13:00:00,2025-05-30 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,30,5,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-02 13:00:00,2025-06-02 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,2,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-03 13:00:00,2025-06-03 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,3,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-04 13:00:00,2025-06-04 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,4,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-05 13:00:00,2025-06-05 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,5,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-06 13:00:00,2025-06-06 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,6,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-09 13:00:00,2025-06-09 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,9,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-10 13:00:00,2025-06-10 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,10,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-11 13:00:00,2025-06-11 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,11,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-12 13:00:00,2025-06-12 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,12,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-13 13:00:00,2025-06-13 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,13,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-16 13:00:00,2025-06-16 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,16,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-17 13:00:00,2025-06-17 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,17,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-18 13:00:00,2025-06-18 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,18,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-19 13:00:00,2025-06-19 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,19,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-20 13:00:00,2025-06-20 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,20,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-23 13:00:00,2025-06-23 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,23,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-24 13:00:00,2025-06-24 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,24,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-25 13:00:00,2025-06-25 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,25,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-26 13:00:00,2025-06-26 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,26,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-27 13:00:00,2025-06-27 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,27,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-06-30 13:00:00,2025-06-30 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,30,6,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-02 13:00:00,2025-07-02 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,40.0,1,56.0,112.0,7,0,2,2,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-03 13:00:00,2025-07-03 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,3,3,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-04 13:00:00,2025-07-04 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,4,4,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-07 13:00:00,2025-07-07 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,7,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-08 13:00:00,2025-07-08 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,8,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-09 13:00:00,2025-07-09 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,9,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-10 13:00:00,2025-07-10 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,10,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-11 13:00:00,2025-07-11 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,11,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-14 13:00:00,2025-07-14 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,14,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-15 13:00:00,2025-07-15 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,15,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-16 13:00:00,2025-07-16 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,16,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-17 13:00:00,2025-07-17 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,17,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-18 13:00:00,2025-07-18 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,18,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-21 13:00:00,2025-07-21 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,21,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-22 13:00:00,2025-07-22 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,22,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-23 13:00:00,2025-07-23 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,23,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-24 13:00:00,2025-07-24 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,4,56.0,112.0,7,0,3,24,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-25 13:00:00,2025-07-25 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,5,56.0,112.0,7,0,4,25,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-28 13:00:00,2025-07-28 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,64.0,1,56.0,112.0,7,0,0,28,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-29 13:00:00,2025-07-29 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,2,56.0,112.0,7,0,1,29,7,False,8,1.0,0.125,exact
CAN_01,Canada,2025-07-30 13:00:00,2025-07-30 21:00:00,8.0,9. Weekend1 CA MDR,day,canada,16.0,3,56.0,112.0,7,0,2,30,7,False,8,1.0,0.125,exact
